Min Confidence,rho=0.5
0.0,0.002242910781275158
0.1,0.002242910781275158
0.2,0.002242910781275158
0.3,0.002242910781275158
0.4,0.002242910781275158
0.5,0.00167323055969837
0.6,0.0014654813025907132
0.7,2.7706935876906742e-05
0.8,0.0
0.9,0.0
1.0,0.0
