Min Confidence,recall (PD)_rho=0.5,images FAR_rho=0.5
0.0,0.8461538461538461,0.0036319612590799033
0.1,0.8461538461538461,0.0036319612590799033
0.2,0.8461538461538461,0.0036319612590799033
0.3,0.8461538461538461,0.0036319612590799033
0.4,0.8461538461538461,0.0036319612590799033
0.5,0.8461538461538461,0.0013123359580052493
0.6,0.6923076923076923,0.0
0.7,0.038461538461538464,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
