Min Confidence,F1_rho=0.5,spatial FAR_rho=0.5
0.0,0.8627450980392157,0.057508467529243185
0.1,0.8627450980392157,0.057508467529243185
0.2,0.8627450980392157,0.057508467529243185
0.3,0.8627450980392157,0.057508467529243185
0.4,0.8627450980392157,0.057508467529243185
0.5,0.8979591836734694,0.019169489176414395
0.6,0.8181818181818182,0.0
0.7,0.07407407407407407,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
