Min Confidence,rho=0.5
0.0,0.9938403168009254
0.1,0.9938403168009254
0.2,0.9938403168009254
0.3,0.9938403168009254
0.4,0.9938403168009254
0.5,0.9646251901853863
0.6,0.893364482881596
0.7,0.033135865415347306
0.8,0.0
0.9,0.0
1.0,0.0
