Min Confidence,F1_rho=0.5,temporal FAR_rho=0.5
0.0,0.8627450980392157,0.0010718113612004287
0.1,0.8627450980392157,0.0010718113612004287
0.2,0.8627450980392157,0.0010718113612004287
0.3,0.8627450980392157,0.0010718113612004287
0.4,0.8627450980392157,0.0010718113612004287
0.5,0.8979591836734694,0.0003572704537334762
0.6,0.8181818181818182,0.0
0.7,0.07407407407407407,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
