,Min Confidence,tp sites,tp exact,tp under,tp under (IoU),tp under (IoT),tp over,fp sites,fp area,ffpa,proposal area,fpa,fn sites,truth annotations,truth sites,proposed annotations,confident annotations,proposed sites,total sites,truth slices,proposed slices,precision,recall (PD),F1,spatial FAR,temporal FAR,images FAR,tau,rho,min area,min score,region
0,0.0,0,0,0,0,0,0,2,0.08961951520262033,0.0019949280171846664,0.39682721218783573,0.00877336581857629,0,12,0,6,6,2,2,106,248,0,0,0,0.044217561442956035,0.0007145409074669524,0.008064516129032258,0.2,0.5,0,0.0,BR_R002
