Min Confidence,precision_rho=0.5,spatial FAR_rho=0.5
0.0,0.5,0.044217561442956035
0.1,0.5,0.044217561442956035
0.2,0.5,0.044217561442956035
0.3,0.5,0.044217561442956035
0.4,0.5,0.044217561442956035
0.5,0.6666666666666666,0.022108780721478018
0.6,0.0,0.0
0.7,0.0,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
