Min Confidence,precision_rho=0.5,temporal FAR_rho=0.5
0.0,0.5,0.0007145409074669524
0.1,0.5,0.0007145409074669524
0.2,0.5,0.0007145409074669524
0.3,0.5,0.0007145409074669524
0.4,0.5,0.0007145409074669524
0.5,0.6666666666666666,0.0003572704537334762
0.6,0.0,0.0
0.7,0.0,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
