tp sites,tp exact,tp under,tp under (IoU),tp under (IoT),tp over,fp sites,fp area,ffpa,proposal area,fpa,fn sites,truth annotations,truth sites,proposed annotations,confident proposals,proposed sites,total sites,truth slices,proposed slices,precision,recall (PD),F1,tau,rho,temporal iop,temporal iot,transient temporal iop,transient temporal iot,min proposal area,min proposal confidence score,min spatial distance threshold,central spatial distance threshold,max spatial distance threshold,min temporal distance threshold,central temporal distance threshold,max temporal distance threshold,region,spatial FAR,temporal FAR,images FAR
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.1,0.05,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.1,0.1,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.1,0.2,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.1,0.3,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.1,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.05,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.3,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.2,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.1,0.1,0.3,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.1,0.1,0.1,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.1,0.1,0.05,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.05,0.3,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.05,0.1,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.05,0.05,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.1,0.1,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.1,0.05,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.1,0.3,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.2,0.05,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.2,0.1,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.2,0.3,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.3,0.1,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.3,0.05,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
22,17,3,2,1,2,3,0.115,0.0022,0.9938,0.0191,5,118,27,25,25,25,30,2533,826,0.88,0.8148,0.8462,0.2,0.5,0.3,0.3,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0575,0.0011,0.0036
21,16,3,2,1,2,4,0.1228,0.0024,0.9938,0.0191,6,118,27,25,25,25,31,2533,826,0.84,0.7778,0.8077,0.2,0.5,0.4,0.05,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.0048
21,16,3,2,1,2,4,0.1228,0.0024,0.9938,0.0191,6,118,27,25,25,25,31,2533,826,0.84,0.7778,0.8077,0.2,0.5,0.4,0.1,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.0048
21,16,3,2,1,2,4,0.1228,0.0024,0.9938,0.0191,6,118,27,25,25,25,31,2533,826,0.84,0.7778,0.8077,0.2,0.5,0.4,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.0048
21,16,3,2,1,2,4,0.1228,0.0024,0.9938,0.0191,6,118,27,25,25,25,31,2533,826,0.84,0.7778,0.8077,0.2,0.1,0.4,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.0048
21,16,3,2,1,2,4,0.1228,0.0024,0.9938,0.0191,6,118,27,25,25,25,31,2533,826,0.84,0.7778,0.8077,0.2,0.5,0.4,0.3,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.0048
20,16,2,2,0,2,4,0.1416,0.0028,0.9938,0.0191,7,118,27,25,25,24,31,2533,795,0.8333,0.7407,0.7843,0.2,0.5,0.5,0.3,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.005
20,16,2,2,0,2,4,0.1416,0.0028,0.9938,0.0191,7,118,27,25,25,24,31,2533,795,0.8333,0.7407,0.7843,0.2,0.5,0.5,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.005
20,16,2,2,0,2,4,0.1416,0.0028,0.9938,0.0191,7,118,27,25,25,24,31,2533,795,0.8333,0.7407,0.7843,0.2,0.1,0.5,0.2,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.005
20,16,2,2,0,2,4,0.1416,0.0028,0.9938,0.0191,7,118,27,25,25,24,31,2533,795,0.8333,0.7407,0.7843,0.2,0.5,0.5,0.05,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.005
20,16,2,2,0,2,4,0.1416,0.0028,0.9938,0.0191,7,118,27,25,25,24,31,2533,795,0.8333,0.7407,0.7843,0.2,0.5,0.5,0.1,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.0767,0.0014,0.005
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.1,0.4,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.1,0.5,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.1,0.1,0.5,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.1,0.1,0.4,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.05,0.4,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.05,0.5,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.2,0.4,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.2,0.5,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.3,0.4,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.3,0.5,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.4,0.4,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
19,14,3,2,1,2,6,0.1674,0.0033,0.9938,0.0191,8,118,27,25,25,25,33,2533,826,0.76,0.7037,0.7308,0.2,0.5,0.4,0.5,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0073
18,14,2,2,0,2,6,0.1863,0.0036,0.9938,0.0191,9,118,27,25,25,24,33,2533,795,0.75,0.6667,0.7059,0.2,0.5,0.5,0.4,0.1,0.2,0.0,0.0,100,,,,,,KR_R002,0.115,0.0021,0.0075
