,Min Confidence,tp sites,tp exact,tp under,tp under (IoU),tp under (IoT),tp over,fp sites,fp area,ffpa,proposal area,fpa,fn sites,truth annotations,truth sites,proposed annotations,confident annotations,proposed sites,total sites,truth slices,proposed slices,precision,recall (PD),F1,spatial FAR,temporal FAR,images FAR,tau,rho,min area,min score,region
0,0.0,0,0,0,0,0,0,3,0.1339181259236974,0.002610167599462039,0.9938403168009254,0.019051411195999596,1,118,1,25,25,3,4,2533,795,0,0,0,0.057508467529243185,0.0010718113612004287,0.0037735849056603774,0.2,0.5,0,0.0,KR_R002
