Min Confidence,recall (PD)_rho=0.5,images FAR_rho=0.5
0.0,0,0.0037735849056603774
0.1,0,0.0037735849056603774
0.2,0,0.0037735849056603774
0.3,0,0.0037735849056603774
0.4,0,0.0037735849056603774
0.5,0,0.0013679890560875513
0.6,0,0.0
0.7,0,0.0
0.8,0,0.0
0.9,0,0.0
1.0,0,0.0
