Min Confidence,rho=0.5
0.0,0.1339181259236974
0.1,0.1339181259236974
0.2,0.1339181259236974
0.3,0.1339181259236974
0.4,0.1339181259236974
0.5,0.1047006803389775
0.6,0.09413452813785961
0.7,0.0014444887144583424
0.8,0.0
0.9,0.0
1.0,0.0
