Min Confidence,precision_rho=0.5,recall (PD)_rho=0.5
0.0,0.88,0.8148148148148148
0.1,0.88,0.8148148148148148
0.2,0.88,0.8148148148148148
0.3,0.88,0.8148148148148148
0.4,0.88,0.8148148148148148
0.5,0.9565217391304348,0.8148148148148148
0.6,1.0,0.6666666666666666
0.7,1.0,0.037037037037037035
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
