,Min Confidence,tp sites,tp exact,tp under,tp under (IoU),tp under (IoT),tp over,fp sites,fp area,ffpa,proposal area,fpa,fn sites,truth annotations,truth sites,proposed annotations,confident annotations,proposed sites,total sites,truth slices,proposed slices,precision,recall (PD),F1,spatial FAR,temporal FAR,images FAR,tau,rho,min area,min score,region
0,0.0,22,17,3,2,1,2,3,0.1150331733861244,0.002242910781275158,0.9938403168009254,0.019051411195999596,5,118,27,25,25,25,30,2533,826,0.88,0.8148148148148148,0.8461538461538461,0.057508467529243185,0.0010718113612004287,0.0036319612590799033,0.2,0.5,0,0.0,KR_R002
