Min Confidence,rho=0.5
0.0,0.019051411195999596
0.1,0.019051411195999596
0.2,0.019051411195999596
0.3,0.019051411195999596
0.4,0.019051411195999596
0.5,0.01849137214255544
0.6,0.017125340785191796
0.7,0.0006351976134306243
0.8,0.0
0.9,0.0
1.0,0.0
