Min Confidence,recall (PD)_rho=0.5,temporal FAR_rho=0.5
0.0,0.8148148148148148,0.0010718113612004287
0.1,0.8148148148148148,0.0010718113612004287
0.2,0.8148148148148148,0.0010718113612004287
0.3,0.8148148148148148,0.0010718113612004287
0.4,0.8148148148148148,0.0010718113612004287
0.5,0.8148148148148148,0.0003572704537334762
0.6,0.6666666666666666,0.0
0.7,0.037037037037037035,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
