Min Confidence,recall (PD)_rho=0.5,spatial FAR_rho=0.5
0.0,0.8148148148148148,0.057508467529243185
0.1,0.8148148148148148,0.057508467529243185
0.2,0.8148148148148148,0.057508467529243185
0.3,0.8148148148148148,0.057508467529243185
0.4,0.8148148148148148,0.057508467529243185
0.5,0.8148148148148148,0.019169489176414395
0.6,0.6666666666666666,0.0
0.7,0.037037037037037035,0.0
0.8,0.0,0.0
0.9,0.0,0.0
1.0,0.0,0.0
